old_label,final_label,changed,source
Mouvement pied gauche,mouvement pied gauche,True,auto-syntax
Mouvement pied gch,mouvement pied gch,True,auto-syntax
Mouvement pouce droit,mouvement pouce droit,True,auto-syntax
Mouvement tout le corps,mouvement tout le corps,True,auto-syntax
Mouvements circulaire bouche,mouvements circulaire bouche,True,auto-syntax
Mouvements commissure labiale G,mouvements commissure labiale g,True,auto-syntax
"Moyennés 0, Rejetés 0","moyennés 0, rejetés 0",True,auto-syntax
Mu?,mu?,True,auto-syntax
Mvt MIG,mvt mig,True,auto-syntax
Mvt MSD,mvt msd,True,auto-syntax
"Mvt bouche, pratte nez puis cou main D","mvt bouche, pratte nez puis cou main d",True,auto-syntax
Mvt bras gauche,mvt bras gauche,True,auto-syntax
Mvt de lèvre,mvt de lèvre,True,auto-syntax
Mvt des mains,mvt des mains,True,auto-syntax
Mvt face coïncide avec éveil,mvt face coïncide avec éveil,True,auto-syntax
Myoclonie,myoclonie,True,auto-syntax
Myoclonie MSG,myoclonie msg,True,auto-syntax
Myoclonie concomittante,myoclonie concomittante,True,auto-syntax
Myoclonie diffuse avec pointe Cz,myoclonie diffuse avec pointe cz,True,auto-syntax
Myoclonie diffuses,myoclonie diffuses,True,auto-syntax
Myoclonie droite,myoclonie droite,True,auto-syntax
Myoclonie en mm temps que pt Cz,myoclonie en mm temps que pt cz,True,auto-syntax
Myoclonie en mm tps que Pt Cz,myoclonie en mm tps que pt cz,True,auto-syntax
Myoclonie+ pointe Cz,myoclonie+ pointe cz,True,auto-syntax
Myoclonie?,myoclonie?,True,auto-syntax
Myoclonies,myoclonies,True,auto-syntax
Myoclonies MS,myoclonies ms,True,auto-syntax
Myoclonies palpébrales prolongées,myoclonies palpébrales prolongées,True,auto-syntax
Mâche Chewing-gum,mâche chewing gum,True,auto-syntax
Mâchonne,mâchonne,True,auto-syntax
Mâchonnement,mâchonnement,True,auto-syntax
Médecin en chambre,médecin en chambre,True,auto-syntax
N ARRIVE PAS A BOUGER LA MACHOIRE,n arrive pas a bouger la machoire,True,auto-syntax
N ARRIVE PAS A FERMER LES YEUX,n arrive pas a fermer les yeux,True,auto-syntax
N ARRIVE PLUS A LIRE,n arrive plus a lire,True,auto-syntax
N'A RIEN SENTI,n'a rien senti,True,auto-syntax
N'EXECUTE PAS,n'execute pas,True,auto-syntax
"N'EXECUTE PAS ""TENDEZ LES BRAS""","n'execute pas ""tendez les bras""",True,auto-syntax
N'EXECUTE PAS DOITE,n'execute pas doite,True,auto-syntax
N'a pas retenu le mot bateau,n'a pas retenu le mot bateau,True,auto-syntax
N'a rien ressentie,n'a rien ressentie,True,auto-syntax
N'arrive pas a répondre,n'arrive pas a répondre,True,auto-syntax
N'arrive pas au début de lever les bras,n'arrive pas au début de lever les bras,True,auto-syntax
NE BOUGE PAS,ne bouge pas,True,auto-syntax
NE DENOMME PAS,ne denomme pas,True,auto-syntax
NE DENOMME PAS DOITE,ne denomme pas doite,True,auto-syntax
"NE DENOMME PAS L'ARBRE IFFEL AS""","ne denomme pas l'arbre iffel as""",True,auto-syntax
"NE DENOMME PAS LA BARQUE FEL AS""","ne denomme pas la barque fel as""",True,auto-syntax
"NE DENOMME PAS LES CLES FEL AS""","ne denomme pas les cles fel as""",True,auto-syntax
NE DENOMME PAS ONT TE,ne denomme pas ont te,True,auto-syntax
"NE DEOMME PAS LA TOUR EIFFEL AS""","ne deomme pas la tour eiffel as""",True,auto-syntax
NE LEVE PAS LES MI,ne leve pas les mi,True,auto-syntax
NE PEUT DIRE SON PRENOM,ne peut dire son prenom,True,auto-syntax
NE PEUT PAS DIRE SON NOM,ne peut pas dire son nom,True,auto-syntax
NE REPOND PAS,ne repond pas,True,auto-syntax
NE REPOND TOUJOURS PAS YJAMA,ne repond toujours pas yjama,True,auto-syntax
NE RESSENT RIEN,ne ressent rien,True,auto-syntax
NE SE SENT PAS BIEN,ne se sent pas bien,True,auto-syntax
NE SE SENT PAS TRES BIEN,ne se sent pas tres bien,True,auto-syntax
NE SE SOUVIENT PAS DU MOT,ne se souvient pas du mot,True,auto-syntax
NE SE SOUVIENT PASD U MOT A RETENIR,ne se souvient pasd u mot a retenir,True,auto-syntax
NE SE SOUVINET PAS DE LA PHRASE A ARTIC,ne se souvinet pas de la phrase a artic,True,auto-syntax
NE SENT PLUS RIEN,ne sent plus rien,True,auto-syntax
NE SERRE PAS SG UX TE,ne serre pas sg ux te,True,auto-syntax
NON REALISABLE SOMNOLE,non realisable somnole,True,auto-syntax
NON REVEILLABLE,non reveillable,True,auto-syntax
Nausées,nausées,True,auto-syntax
Ne dénomme pas le clés,ne dénomme pas le clés,True,auto-syntax
Ne dénomme pas le stylo,ne dénomme pas le stylo,True,auto-syntax
Ne dénomme pas les ciseaux,ne dénomme pas les ciseaux,True,auto-syntax
Ne répond pas à mes questions,ne répond pas à mes questions,True,auto-syntax
Ne se souvient pas du mot,ne se souvient pas du mot,True,auto-syntax
Ne se souvient plus de ce que faisaient,ne se souvient plus de ce que faisaient,True,auto-syntax
Nettoie pantalon (artefacts),nettoie pantalon (artefacts),True,auto-syntax
Nombreuses P,nombreuses p,True,auto-syntax
Nombreuses PO,nombreuses po,True,auto-syntax
Nombreuses bouffées de PO,nombreuses bouffées de po,True,auto-syntax
Nombreuses pointes,nombreuses pointes,True,auto-syntax
Nombreuses pointes diffuses,nombreuses pointes diffuses,True,auto-syntax
Nombreuses pointes ondes,nombreuses pointes ondes,True,auto-syntax
Noon le réveillete,noon le réveillete,True,auto-syntax
Note,note,True,auto-syntax
Note LA,note la,True,auto-syntax
Note LA smes verbaux? Echolalie,note la smes verbaux? echolalie,True,auto-syntax
Note RI,note ri,True,auto-syntax
Note UA,note ua,True,auto-syntax
O. D,o. d,True,auto-syntax
O1 et O2?,o1 et o2?,True,auto-syntax
O2,o2,True,auto-syntax
O2 Oz T4,o2 oz t4,True,auto-syntax
OI,oi,True,auto-syntax
OINTES,ointes,True,auto-syntax
OL,ol,True,auto-syntax
OL + RR,ol + rr,True,auto-syntax
OL + RR PT,ol + rr pt,True,auto-syntax
OL + aigue à gauche,ol + aigue à gauche,True,auto-syntax
OL ++,ol +,True,auto-syntax
OL 140 sec,ol 140 sec,True,auto-syntax
OL 180 sec,ol 180 sec,True,auto-syntax
OL 60 sec,ol 60 sec,True,auto-syntax
OL ?,ol?,True,auto-syntax
OL BILATERALE,ol bilaterale,True,auto-syntax
OL D,ol d,True,auto-syntax
OL D 80 sec,ol d 80 sec,True,auto-syntax
OL D rythmiques,ol d rythmiques,True,auto-syntax
OL FG,ol fg,True,auto-syntax
OL FT G,ol ft g,True,auto-syntax
OL G,ol g,True,auto-syntax
OL G ite oite?,ol g ite oite?,True,auto-syntax
OL G plutot fronto temporales,ol g plutot fronto temporales,True,auto-syntax
OL G temporo frontales G,ol g temporo frontales g,True,auto-syntax
OL HPN sec,ol hpn sec,True,auto-syntax
OL Hz,ol hz,True,auto-syntax
OL NTES,ol ntes,True,auto-syntax
OL REGARDE SON TEL,ol regarde son tel,True,auto-syntax
OL RYTH,ol ryth,True,auto-syntax
OL RYTHMIQUES,ol rythmiques,True,auto-syntax
OL Ryth IQUES,ol ryth iques,True,auto-syntax
OL T D,ol t d,True,auto-syntax
OL Temporales G,ol temporales g,True,auto-syntax
OL aigue,ol aigue,True,auto-syntax
OL aigue diffuse,ol aigue diffuse,True,auto-syntax
OL aigue sur P3?,ol aigue sur p3?,True,auto-syntax
OL aigue temp G,ol aigue temp g,True,auto-syntax
OL aigue temporale G,ol aigue temporale g,True,auto-syntax
OL aigues,ol aigues,True,auto-syntax
OL aigues G,ol aigues g,True,auto-syntax
OL aigues diffuses mais + à D,ol aigues diffuses mais + à d,True,auto-syntax
OL aigues diffuses mais plus à D,ol aigues diffuses mais plus à d,True,auto-syntax
OL aigues frontal D,ol aigues frontal d,True,auto-syntax
OL aigues fronto centrales,ol aigues fronto centrales,True,auto-syntax
OL aigues fronto temp G,ol aigues fronto temp g,True,auto-syntax
OL aigues gauches,ol aigues gauches,True,auto-syntax
OL aigues prédominance gauche et P verte,ol aigues prédominance gauche et p verte,True,auto-syntax
OL aigues prédominent à D,ol aigues prédominent à d,True,auto-syntax
OL aigues prédominent à G,ol aigues prédominent à g,True,auto-syntax
OL aigues prédominent à gauche,ol aigues prédominent à gauche,True,auto-syntax
OL aigues rythmiques,ol aigues rythmiques,True,auto-syntax
OL aigues stt D,ol aigues stt d,True,auto-syntax
OL aigues temp G,ol aigues temp g,True,auto-syntax
OL aigues temp post G,ol aigues temp post g,True,auto-syntax
OL aigues temporales droites,ol aigues temporales droites,True,auto-syntax
OL aigues temporales gauches,ol aigues temporales gauches,True,auto-syntax
OL aigues à gauche,ol aigues à gauche,True,auto-syntax
"OL aigues,surtout D","ol aigues,surtout d",True,auto-syntax
OL bilaterales,ol bilaterales,True,auto-syntax
OL bilatérales,ol bilatérales,True,auto-syntax
OL delta rythmqiues fronto temp D,ol delta rythmqiues fronto temp d,True,auto-syntax
OL diffuse,ol diffuse,True,auto-syntax
OL diffuses,ol diffuses,True,auto-syntax
OL diffuses mais prédominance D,ol diffuses mais prédominance d,True,auto-syntax
OL droite surtout,ol droite surtout,True,auto-syntax
OL droites,ol droites,True,auto-syntax
OL dte,ol dte,True,auto-syntax
OL et P et PO . RAS d'évident niveau cli,ol et p et po. ras d'évident niveau cli,True,auto-syntax
OL et PO à droite,ol et po à droite,True,auto-syntax
OL fronto temporales gauches,ol fronto temporales gauches,True,auto-syntax
OL g,ol g,True,auto-syntax
OL gauches,ol gauches,True,auto-syntax
OL ivité rythmique,ol ivité rythmique,True,auto-syntax
OL là,ol là,True,auto-syntax
OL mais stt D,ol mais stt d,True,auto-syntax
OL malies D,ol malies d,True,auto-syntax
OL mieux visibles à D,ol mieux visibles à d,True,auto-syntax
OL ntes,ol ntes,True,auto-syntax
OL ntes?,ol ntes?,True,auto-syntax
OL ou artefacts???,ol ou artefacts?,True,auto-syntax
OL plus amples sur la ligne med et à D,ol plus amples sur la ligne med et à d,True,auto-syntax
OL prédom G,ol prédom g,True,auto-syntax
OL prédominent nettement à droite,ol prédominent nettement à droite,True,auto-syntax
OL prédominent à D,ol prédominent à d,True,auto-syntax
OL prédominent à G,ol prédominent à g,True,auto-syntax
OL prédominent à droite,ol prédominent à droite,True,auto-syntax
OL ryth,ol ryth,True,auto-syntax
OL rythm,ol rythm,True,auto-syntax
OL rythmique hémisphère gauche,ol rythmique hémisphère gauche,True,auto-syntax
OL rythmique mais ras clinique,ol rythmique mais ras clinique,True,auto-syntax
OL rythmiques,ol rythmiques,True,auto-syntax
OL rythmiques e sup G,ol rythmiques e sup g,True,auto-syntax
OL rythmiques hémisph D,ol rythmiques hémisph d,True,auto-syntax
OL rythmiques ligne médiane et G,ol rythmiques ligne médiane et g,True,auto-syntax
OL rythmiques à D (regarde TV),ol rythmiques à d (regarde tv),True,auto-syntax
OL rythmqiues à D,ol rythmqiues à d,True,auto-syntax
OL temp G,ol temp g,True,auto-syntax
OL temporales gauches,ol temporales gauches,True,auto-syntax
OL thêta rythmiques à droite,ol thêta rythmiques à droite,True,auto-syntax
OL ton patient 1,ol ton patient 1,True,auto-syntax
OL un peu rythm sur la région fronto-cen,ol un peu rythm sur la région fronto cen,True,auto-syntax
OL à G,ol à g,True,auto-syntax
OL à droite,ol à droite,True,auto-syntax
OL à droite en plus des pointes diffuses,ol à droite en plus des pointes diffuses,True,auto-syntax
OL*,ol,True,auto-syntax
OL?,ol?,True,auto-syntax
ON LA R2VEILLE,on la r2veille,True,auto-syntax
ONDE LAMBDA DE FIXATION,onde lambda de fixation,True,auto-syntax
ONDES LENTERS,ondes lenters,True,auto-syntax
ONDES LENTES,ondes lentes,True,auto-syntax
OPP PHASE sur F7?,opp phase sur f7?,True,auto-syntax
OREILLE DTE QUI SIFFLE,oreille dte qui siffle,True,auto-syntax
ORIENT2 T LA PLANCHE,orient2 t la planche,True,auto-syntax
ORIENTATION OK,orientation ok,True,auto-syntax
ORTHOPHONIE,orthophonie,True,auto-syntax
OUVRE LA SACOCHE,ouvre la sacoche,True,auto-syntax
OUVRE LES YEUX,ouvre les yeux,True,auto-syntax
OUVRE LES YEUX A LA DEMANDE,ouvre les yeux a la demande,True,auto-syntax
OY,oy,True,auto-syntax
Ob : Pointe,ob: pointe,True,auto-syntax
Ob : Pointe G,ob: pointe g,True,auto-syntax
Ob : Pointe onde Dr ?,ob: pointe onde dr?,True,auto-syntax
Ob : Pointe temporal G ??,ob: pointe temporal g?,True,auto-syntax
Ob : complexes K ?,ob: complexes k?,True,auto-syntax
Ob : début crise électrique temporal ant,ob: début crise électrique temporal ant,True,auto-syntax
Ob : fuseau de sommeil ?,ob: fuseau de sommeil?,True,auto-syntax
Ob : kesako ?,ob: kesako?,True,auto-syntax
Ob : pointe,ob: pointe,True,auto-syntax
Ob : pointe ???,ob: pointe?,True,auto-syntax
Ob : pointe Dr ?,ob: pointe dr?,True,auto-syntax
Ob : pointe Dr ? x2,ob: pointe dr? x2,True,auto-syntax
Ob : pointe G,ob: pointe g,True,auto-syntax
Ob : pointe P4 ???,ob: pointe p4?,True,auto-syntax
Ob : pointe T G,ob: pointe t g,True,auto-syntax
Ob : pointe diffuse pré en F10 ??,ob: pointe diffuse pré en f10?,True,auto-syntax
Ob : pointe gauche ??,ob: pointe gauche?,True,auto-syntax
Ob : pointe max T3,ob: pointe max t3,True,auto-syntax
Ob : pointe onde G,ob: pointe onde g,True,auto-syntax
Ob : pointe onde droite ??,ob: pointe onde droite?,True,auto-syntax
Ob : pointe onde max en T3,ob: pointe onde max en t3,True,auto-syntax
Ob : pointe temporal ant-moy droite ??,ob: pointe temporal ant moy droite?,True,auto-syntax
Ob : pointe-onde T G,ob: pointe onde t g,True,auto-syntax
Ob : pointes,ob: pointes,True,auto-syntax
Ob : ébauche de pointe Dr ?,ob: ébauche de pointe dr?,True,auto-syntax
Ob : ébauche de pointe G ?,ob: ébauche de pointe g?,True,auto-syntax
Ob : ébauche de pointe droite x2,ob: ébauche de pointe droite x2,True,auto-syntax
Ob : ébauche pointe dr ?,ob: ébauche pointe dr?,True,auto-syntax
Ob : ébauche pointe droite ?,ob: ébauche pointe droite?,True,auto-syntax
Ob : ébauche pointe onde ?,ob: ébauche pointe onde?,True,auto-syntax
Ob : élement lent D à morph aigue ??,ob: élement lent d à morph aigue?,True,auto-syntax
Ob : élément lent G,ob: élément lent g,True,auto-syntax
Ob : élément lent diffus préd en F10 ??,ob: élément lent diffus préd en f10?,True,auto-syntax
Ob : élément lent diffus préd à G ?,ob: élément lent diffus préd à g?,True,auto-syntax
Ob : élément lent ou complexe K ??,ob: élément lent ou complexe k?,True,auto-syntax
Ob : élément lent à morph aigue ???,ob: élément lent à morph aigue?,True,auto-syntax
Ob : élément pointu F7 et T3 ??,ob: élément pointu f7 et t3?,True,auto-syntax
Ob : élément pointu droite ??,ob: élément pointu droite?,True,auto-syntax
Ob : élément s lents frontal G ?,ob: élément s lents frontal g?,True,auto-syntax
Ob : éléments delta ??,ob: éléments delta?,True,auto-syntax
Ob : éléments lent G ?,ob: éléments lent g?,True,auto-syntax
Ob : éléments lents temp G ??,ob: éléments lents temp g?,True,auto-syntax
Ob : éléments lents theta bi temporal ??,ob: éléments lents theta bi temporal?,True,auto-syntax
Ob : éléments lents theta diffus ??,ob: éléments lents theta diffus?,True,auto-syntax
Ob : éléments theta temporal G ??,ob: éléments theta temporal g?,True,auto-syntax
Ob : éléménets lents temporal G ??,ob: éléménets lents temporal g?,True,auto-syntax
Ob: pointe,ob: pointe,True,auto-syntax
Ob: élément pointu diffus préd en F9 ??,ob: élément pointu diffus préd en f9?,True,auto-syntax
Obay : Décharges lentes intermittentes?,obay: décharges lentes intermittentes?,True,auto-syntax
Obay : IED ?,obay: ied?,True,auto-syntax
Obay : anomalie intercritique isolée?,obay: anomalie intercritique isolée?,True,auto-syntax
Obay : ondes lentes G,obay: ondes lentes g,True,auto-syntax
Obay : pause lecture ici,obay: pause lecture ici,True,auto-syntax
Obay : pointe lente gauche ?,obay: pointe lente gauche?,True,auto-syntax
Obay : sommeil ou IED ?,obay: sommeil ou ied?,True,auto-syntax
Obay ?,obay?,True,auto-syntax
OdY,ody,True,auto-syntax
"OdY, mouvements rythmiques des 2 MS","ody, mouvements rythmiques des 2 ms",True,auto-syntax
Ol,ol,True,auto-syntax
Ol delta rythmique?,ol delta rythmique?,True,auto-syntax
Ol prédominent en fornot temp G,ol prédominent en fornot temp g,True,auto-syntax
Ol rythmiques,ol rythmiques,True,auto-syntax
Ol rytrh,ol rytrh,True,auto-syntax
Ondes aigues,ondes aigues,True,auto-syntax
Ondes en dents de scie ?,ondes en dents de scie?,True,auto-syntax
Ondes lentes droites,ondes lentes droites,True,auto-syntax
Opposition de phase,opposition de phase,True,auto-syntax
Ou P vertex?,ou p vertex?,True,auto-syntax
Ouverture des yeux,ouverture des yeux,True,auto-syntax
Ouvre les yeux,ouvre les yeux,True,auto-syntax
"Ouvre les yeux, se tourne un peu à G","ouvre les yeux, se tourne un peu à g",True,auto-syntax
"Ouvre les yeux, tend la jambe gch","ouvre les yeux, tend la jambe gch",True,auto-syntax
P,p,True,auto-syntax
P !,p!,True,auto-syntax
P / à voir,p / à voir,True,auto-syntax
P 7-P 8 3.0mA 1.0Hz 3025&#956;sec,p 7 p 8 3.0ma 1.0hz 3025956;sec,True,auto-syntax
P ?,p?,True,auto-syntax
P C PA,p c pa,True,auto-syntax
P D,p d,True,auto-syntax
P D + G,p d + g,True,auto-syntax
P D puis G,p d puis g,True,auto-syntax
P Dte,p dte,True,auto-syntax
P EIL,p eil,True,auto-syntax
P ES,p es,True,auto-syntax
P F7 et T5,p f7 et t5,True,auto-syntax
P F9 F7 T3,p f9 f7 t3,True,auto-syntax
P G,p g,True,auto-syntax
"P G avec aspect ""pseudo périod""","p g avec aspect ""pseudo périod""",True,auto-syntax
P G ite,p g ite,True,auto-syntax
P G ite oite?,p g ite oite?,True,auto-syntax
P G?,p g?,True,auto-syntax
P GCHE,p gche,True,auto-syntax
P Gche,p gche,True,auto-syntax
P IC,p ic,True,auto-syntax
P L,p l,True,auto-syntax
P N 120 sec,p n 120 sec,True,auto-syntax
P N 140 sec,p n 140 sec,True,auto-syntax
P N 140 sec linique,p n 140 sec linique,True,auto-syntax
P N 180 sec,p n 180 sec,True,auto-syntax
P N 200 sec,p n 200 sec,True,auto-syntax
P N 220 sec,p n 220 sec,True,auto-syntax
P N 260 sec,p n 260 sec,True,auto-syntax
P N 40 sec,p n 40 sec,True,auto-syntax
P N 60 sec,p n 60 sec,True,auto-syntax
P N 80 sec,p n 80 sec,True,auto-syntax
P NS. ANNONCANT UNE CRISE PLUS TARD,p ns. annoncant une crise plus tard,True,auto-syntax
P P3 C3,p p3 c3,True,auto-syntax
P PRENDRE ICI,p prendre ici,True,auto-syntax
P RYTHMIQUES,p rythmiques,True,auto-syntax
P RYTHMIQUES 3 pages,p rythmiques 3 pages,True,auto-syntax
P T3,p t3,True,auto-syntax
P T4,p t4,True,auto-syntax
P avec début à droite,p avec début à droite,True,auto-syntax
P avec opposition de phase sur F8,p avec opposition de phase sur f8,True,auto-syntax
P bifrontale,p bifrontale,True,auto-syntax
P bifrontales,p bifrontales,True,auto-syntax
P but HPN,p but hpn,True,auto-syntax
P d,p d,True,auto-syntax
P de départ?,p de départ?,True,auto-syntax
P de prédominance antérieure bilatérale!,p de prédominance antérieure bilatérale!,True,auto-syntax
P droite oite?,p droite oite?,True,auto-syntax
P droites,p droites,True,auto-syntax
P dt,p dt,True,auto-syntax
P dte,p dte,True,auto-syntax
P débutent à droite puis diffusent,p débutent à droite puis diffusent,True,auto-syntax
P en F7???,p en f7?,True,auto-syntax
P et OL,p et ol,True,auto-syntax
P fronto temp G,p fronto temp g,True,auto-syntax
P fronto tempo D,p fronto tempo d,True,auto-syntax
P fréquentes,p fréquentes,True,auto-syntax
P g,p g,True,auto-syntax
P inte D,p inte d,True,auto-syntax
P ise 3 ?,p ise 3?,True,auto-syntax
P lente,p lente,True,auto-syntax
P lente fronto temp G,p lente fronto temp g,True,auto-syntax
P lente temporale gauche,p lente temporale gauche,True,auto-syntax
P lentes D,p lentes d,True,auto-syntax
P lentes G,p lentes g,True,auto-syntax
P mais diffuse,p mais diffuse,True,auto-syntax
P mais semblent débuter à G,p mais semblent débuter à g,True,auto-syntax
P mplexe K te?,p mplexe k te?,True,auto-syntax
P n HPN,p n hpn,True,auto-syntax
P n HPN sec,p n hpn sec,True,auto-syntax
P n de crise?,p n de crise?,True,auto-syntax
"P opp phase F4, Fz, F3","p opp phase f4, fz, f3",True,auto-syntax
P ou K complex aigu?,p ou k complex aigu?,True,auto-syntax
P plutot temporo frontales droites,p plutot temporo frontales droites,True,auto-syntax
P prendre ici,p prendre ici,True,auto-syntax
P prédominant à G,p prédominant à g,True,auto-syntax
P prédominent à D,p prédominent à d,True,auto-syntax
P prédominent à G,p prédominent à g,True,auto-syntax
P prédominent à Gauche,p prédominent à gauche,True,auto-syntax
P périodiques,p périodiques,True,auto-syntax
P périodiques temp G,p périodiques temp g,True,auto-syntax
P quasi périodique,p quasi périodique,True,auto-syntax
P quasi rythmique,p quasi rythmique,True,auto-syntax
P ras dort,p ras dort,True,auto-syntax
P ryhmiques,p ryhmiques,True,auto-syntax
P rythmique,p rythmique,True,auto-syntax
P rythmiques,p rythmiques,True,auto-syntax
"P rythmiques, décharge de 7 secondes","p rythmiques, décharge de 7 secondes",True,auto-syntax
"P rythmiques, décharge fragmentée 12 sec","p rythmiques, décharge fragmentée 12 sec",True,auto-syntax
P rythmiques. RAS clinique,p rythmiques. ras clinique,True,auto-syntax
P rythmiques. RAS clinique d'évident,p rythmiques. ras clinique d'évident,True,auto-syntax
P rythmqiues,p rythmqiues,True,auto-syntax
P st HPN 20 sec,p st hpn 20 sec,True,auto-syntax
P st HPN 40 sec,p st hpn 40 sec,True,auto-syntax
P st HPN 60 sec,p st hpn 60 sec,True,auto-syntax
P stt à droite,p stt à droite,True,auto-syntax
P sur F8,p sur f8,True,auto-syntax
P sur O,p sur o,True,auto-syntax
P sur dervi P3 O1?,p sur dervi p3 o1?,True,auto-syntax
P tefact?,p tefact?,True,auto-syntax
P temp D,p temp d,True,auto-syntax
P temp D???,p temp d?,True,auto-syntax
P temp G,p temp g,True,auto-syntax
P temp G?,p temp g?,True,auto-syntax
P temporales G,p temporales g,True,auto-syntax
P temporales droites,p temporales droites,True,auto-syntax
P temporales gauches,p temporales gauches,True,auto-syntax
P ternal button,p ternal button,True,auto-syntax
P terrogatoire,p terrogatoire,True,auto-syntax
P ux fermés l G? temp G?,p ux fermés l g? temp g?,True,auto-syntax
P vertex,p vertex,True,auto-syntax
P vertex + amples à D,p vertex + amples à d,True,auto-syntax
P vertex et fuseaux,p vertex et fuseaux,True,auto-syntax
P vertex?,p vertex?,True,auto-syntax
P vertex? ne semble pas typique,p vertex? ne semble pas typique,True,auto-syntax
P vertex??,p vertex?,True,auto-syntax
P vertex???,p vertex?,True,auto-syntax
P voir F8,p voir f8,True,auto-syntax
P vs P vertex,p vs p vertex,True,auto-syntax
P à D,p à d,True,auto-syntax
P à G,p à g,True,auto-syntax
P à droite,p à droite,True,auto-syntax
P!,p!,True,auto-syntax
"P, opp phase T4","p, opp phase t4",True,auto-syntax
"P, prédominant à D","p, prédominant à d",True,auto-syntax
"P, ras clinique","p, ras clinique",True,auto-syntax
P. rythmiques à Gauche,p. rythmiques à gauche,True,auto-syntax
P.vertex?,p.vertex?,True,auto-syntax
P3 VERIFI2E,p3 verifi2e,True,auto-syntax
P3 verifiée,p3 verifiée,True,auto-syntax
P3O1,p3o1,True,auto-syntax
P4,p4,True,auto-syntax
P4 et Pz,p4 et pz,True,auto-syntax
P4O2,p4o2,True,auto-syntax
P4T6,p4t6,True,auto-syntax
P4T6?,p4t6?,True,auto-syntax
P: T5/P3/O1 + TP9,p: t5/p3/o1 + tp9,True,auto-syntax
P: plus à gauche,p: plus à gauche,True,auto-syntax
P: prédominent à D?,p: prédominent à d?,True,auto-syntax
P?,p?,True,auto-syntax
PAD,pad,True,auto-syntax
PARLE,parle,True,auto-syntax
PARLE N,parle n,True,auto-syntax
PARLE N sec,parle n sec,True,auto-syntax
PARLE REPOND,parle repond,True,auto-syntax
PARLE U IL SE TROUVE,parle u il se trouve,True,auto-syntax
PARLE sec,parle sec,True,auto-syntax
PARO,paro,True,auto-syntax
PAROXYSME,paroxysme,True,auto-syntax
PAROXYSME G,paroxysme g,True,auto-syntax
PAROXYSME INFRA,paroxysme infra,True,auto-syntax
PAS DE CYANOSE,pas de cyanose,True,auto-syntax
PAS DE MANIF CLINIQUE,pas de manif clinique,True,auto-syntax
PAS DE SENSATION,pas de sensation,True,auto-syntax
PAS DE SIGNE CLINIQUE,pas de signe clinique,True,auto-syntax
PAS SE SENSATION,pas se sensation,True,auto-syntax
PAS SE SENSATIONS,pas se sensations,True,auto-syntax
PASSAGE DE L INFIRMIERE,passage de l infirmiere,True,auto-syntax
PASSAGE DE L'EMENT,passage de l'ement,True,auto-syntax
PArle,parle,True,auto-syntax
PCP,pcp,True,auto-syntax
PCP D,pcp d,True,auto-syntax
PD,pd,True,auto-syntax
"PEIGNE OK PAS LA TOUR EIFFEL AS""","peigne ok pas la tour eiffel as""",True,auto-syntax
PETIT DECHARGE TETE DROITE,petit decharge tete droite,True,auto-syntax
PETITE SENSATION DANS LES MAINS,petite sensation dans les mains,True,auto-syntax
PG,pg,True,auto-syntax
PHRASE A REPETE CULER,phrase a repete culer,True,auto-syntax
PICOTEMENT HEMIFACE DROIT,picotement hemiface droit,True,auto-syntax
PICOTEMENT OEIL DROIT,picotement oeil droit,True,auto-syntax
PICOTEMENTS AUX MI,picotements aux mi,True,auto-syntax
PICOTTEMENTS LEVRES,picottements levres,True,auto-syntax
PINTES,pintes,True,auto-syntax
PINTES g,pintes g,True,auto-syntax
PL D,pl d,True,auto-syntax
PLEURE,pleure,True,auto-syntax
PLEURS,pleurs,True,auto-syntax
PLISSE LE FRONT,plisse le front,True,auto-syntax
"PLUS AIGU,","plus aigu,",True,auto-syntax
PNG 1 = Nerf Vague,png 1 = nerf vague,True,auto-syntax
PO,po,True,auto-syntax
PO 140 sec,po 140 sec,True,auto-syntax
PO 160 sec,po 160 sec,True,auto-syntax
PO Temporale,po temporale,True,auto-syntax
PO YEUX,po yeux,True,auto-syntax
PO asympto,po asympto,True,auto-syntax
"PO dégradées/delta aigu, rythmiques","po dégradées/delta aigu, rythmiques",True,auto-syntax
PO et stop tapping mais repond,po et stop tapping mais repond,True,auto-syntax
PO frontales médianes,po frontales médianes,True,auto-syntax
PO gauche,po gauche,True,auto-syntax
PO lentes,po lentes,True,auto-syntax
PO lentes généralisées,po lentes généralisées,True,auto-syntax
PO nale à l'AS avoir fait une crise,po nale à l'as avoir fait une crise,True,auto-syntax
PO plus gauche,po plus gauche,True,auto-syntax
PO quasi périodiques,po quasi périodiques,True,auto-syntax
PO rythmique débutent à gauche,po rythmique débutent à gauche,True,auto-syntax
PO rythmique mais fragmenté,po rythmique mais fragmenté,True,auto-syntax
PO rythmiques,po rythmiques,True,auto-syntax
PO sursaut,po sursaut,True,auto-syntax
PO/OL prédominent à gauche!!!,po/ol prédominent à gauche!,True,auto-syntax
PO?,po?,True,auto-syntax
POINT LUMINEUX BLEU/VERT COTE DT OG,point lumineux bleu/vert cote dt og,True,auto-syntax
POINTE,pointe,True,auto-syntax
POINTE DROITE,pointe droite,True,auto-syntax
POINTE G,pointe g,True,auto-syntax
POINTED,pointed,True,auto-syntax
POINTES,pointes,True,auto-syntax
POINTES ?,pointes?,True,auto-syntax
POINTES ASYNCHRONES,pointes asynchrones,True,auto-syntax
